NAME,ID,Total_Amount,,
Michaelina,4.65E+16,4710,,
Ketti,4.01E+16,8443,,
Marcelline,5.66E+16,3866,,
Adele,6.14E+16,7750,,
Dulcinea,4.94E+16,7211,,
Gerrie,4.46E+16,2963,,
Leontine,5.44E+16,8489,,
Carly,4.78E+16,4066,,
Florie,4.28E+16,4003,,
Gilligan,4.64E+16,2194,,
Deloria,6.27E+16,7896,,
Augustine,4.72E+16,1901,,
Lelah,5.87E+16,7239,,
Karina,4.33E+16,4200,,
Basia,5.87E+16,1598,,
Kial,6.62E+16,2259,,
Aili,5.84E+16,8269,,
Melodie,5.94E+16,4891,,
Lolita,6.97E+16,2988,,
Joceline,5.01E+16,2043,,
Orsola,5.72E+16,2948,,
Queenie,6.97E+16,6128,,
Pollyanna,4.12E+16,5958,,
Rhoda,5.30E+16,4800,,
Jean,5.93E+16,2032,,
Lila,5.54E+16,2047,,
Catrina,6.05E+16,9782,,
Patricia,6.25E+16,1504,,
Rochette,6.14E+16,4523,,
Codie,4.85E+16,1341,,
Elvira,4.07E+16,9743,,
Reeba,5.03E+16,7543,,
Lanae,4.52E+16,5140,,
Charlena,5.08E+16,7932,,
Sonni,4.40E+16,6419,,
Glenda,5.57E+16,2575,,
Joceline,4.84E+16,3730,,
Rhea,4.96E+16,6440,,
Gusella,6.55E+16,9740,,
Althea,6.06E+16,8802,,
Ayn,4.01E+16,6616,,
Merle,4.17E+16,2471,,
Nariko,4.48E+16,8520,,
Nicoli,6.71E+16,6759,,
Brooks,6.36E+16,4968,,
Raquela,6.72E+16,6337,,
Silvana,4.44E+16,1697,,
Zondra,6.25E+16,4665,,
Calla,5.09E+16,4217,,
Konstance,5.13E+16,4091,,
Sashenka,4.15E+16,1705,,
Collen,6.01E+16,5635,,
Damaris,6.43E+16,1937,,
Carlie,6.91E+16,7889,,
Melanie,5.63E+16,2858,,
Harrietta,6.00E+16,9600,,
Brandise,6.87E+16,2611,,
Carol-Jean,4.29E+16,6278,,
Cristine,5.53E+16,5587,,
Eugine,6.42E+16,9965,,
Valli,6.53E+16,3753,,
Cathyleen,4.65E+16,4798,,
Catharine,5.69E+16,3034,,
Louella,4.33E+16,1083,,
Halette,6.30E+16,1751,,
Leontine,4.53E+16,6885,,
Kamilah,4.62E+16,7654,,
Leia,5.60E+16,8291,,
Sadie,6.91E+16,4677,,
Christian,6.33E+16,7274,,
Ayn,4.76E+16,2504,,
Etta,4.55E+16,5313,,
Linzy,5.04E+16,1950,,
Alisha,6.05E+16,5042,,
Alisha,4.62E+16,3786,,
Marcy,4.06E+16,7039,,
Nonnah,4.60E+16,5110,,
Elise,5.65E+16,8345,,
Heddie,5.73E+16,8443,,
Ricky,6.73E+16,3036,,
Alisha,6.57E+16,5208,,
Kate,5.70E+16,6306,,
Jean,6.02E+16,7762,,
Elsie,6.98E+16,7826,,
Sophia,6.26E+16,2346,,
Gale,6.84E+16,9084,,
Donnie,4.34E+16,5917,,
Lynnea,4.56E+16,5844,,
Lilith,4.07E+16,5489,,
Dania,6.31E+16,6963,,
Rochette,4.57E+16,1282,,
Dari,5.39E+16,7785,,
Corina,5.84E+16,7544,,
Larine,4.83E+16,1650,,
Dotty,4.92E+16,3350,,
Cindelyn,6.75E+16,8537,,
Dyann,4.24E+16,9707,,
Brooks,4.57E+16,7887,,
Roz,4.41E+16,5458,,
Vanessa,4.37E+16,9332,,
Jorry,6.42E+16,2435,,
Rhoda,5.94E+16,8131,,
Leontine,6.58E+16,6753,,
Trudie,4.50E+16,6773,,
Frank,6.67E+16,6469,,
Keelia,6.54E+16,1631,,
Edith,4.83E+16,8494,,
Myrtice,4.68E+16,3260,,
Ericka,6.01E+16,9048,,
Starla,6.52E+16,4174,,
Elbertina,5.72E+16,6653,,
Gilligan,4.00E+16,7482,,
Allis,4.76E+16,1454,,
Moyna,5.62E+16,6142,,
Minda,4.57E+16,7607,,
Selia,6.44E+16,3262,,
Lila,5.84E+16,3558,,
Shandie,4.79E+16,7174,,
Cathie,4.06E+16,7287,,
Tracey,6.25E+16,3389,,
Annecorinne,6.20E+16,3214,,
Jacenta,6.82E+16,2009,,
Silvana,5.89E+16,9542,,
Thalia,5.20E+16,9878,,
Annora,4.63E+16,5412,,
Delilah,5.44E+16,9542,,
Dione,5.89E+16,9500,,
Elora,4.37E+16,6513,,
Carmela,5.12E+16,3466,,
Pierette,6.04E+16,7959,,
Robinia,6.91E+16,6604,,
Hope,5.85E+16,4192,,
Laurene,6.71E+16,5569,,
Marsiella,6.30E+16,8331,,
Susette,6.61E+16,3320,,
Moyna,5.78E+16,6701,,
Korrie,6.14E+16,3707,,
Rivalee,5.75E+16,3189,,
Kirstin,4.16E+16,8467,,
Dianemarie,5.86E+16,6322,,
Mamie,6.07E+16,9233,,
Jany,6.26E+16,7479,,
Albertina,4.38E+16,2882,,
Lyssa,4.56E+16,7714,,
Diena,5.94E+16,1358,,
Kary,5.35E+16,6331,,
Kylynn,6.21E+16,1837,,
Olivette,4.76E+16,9670,,
Gilligan,4.07E+16,5378,,
Lorie,4.64E+16,1303,,
Jorry,6.46E+16,8323,,
Viviene,4.92E+16,9001,,
Deedee,4.24E+16,3586,,
Janenna,5.34E+16,3086,,
Leontine,4.70E+16,4678,,
Yetty,5.53E+16,3992,,
Halette,5.28E+16,9259,,
Nikki,6.76E+16,1933,,
Sharlene,4.22E+16,4664,,
Mellicent,6.71E+16,7167,,
Augustine,4.05E+16,1230,,
Alex,5.87E+16,1586,,
Anestassia,4.32E+16,9234,,
Marylou,6.21E+16,3855,,
Jessy,4.77E+16,7781,,
Raquela,6.47E+16,8688,,
Elbertina,6.44E+16,1435,,
Britni,4.65E+16,6784,,
Ketti,5.87E+16,6752,,
Fernande,5.44E+16,5918,,
Nadine,6.10E+16,9251,,
Carlie,6.48E+16,1070,,
Michaelina,5.79E+16,4375,,
Glynnis,5.46E+16,5349,,
Norine,6.93E+16,1797,,
Gavrielle,4.36E+16,6076,,
Albertina,4.81E+16,8500,,
Vivia,4.13E+16,8269,,
Carilyn,5.36E+16,2241,,
Drucie,6.65E+16,1882,,
Gilda,4.34E+16,7519,,
Dede,4.57E+16,7486,,
Alexine,5.88E+16,9424,,
Sandie,5.58E+16,8482,,
Drucie,6.46E+16,8108,,
Desirae,5.25E+16,1309,,
Melina,6.13E+16,1067,,
Margette,4.06E+16,4045,,
Josephine,5.01E+16,1641,,
Kristina,4.30E+16,7796,,
Laurene,6.79E+16,5198,,
Kore,5.06E+16,6281,,
Ursulina,4.07E+16,2905,,
Xylina,4.34E+16,4745,,
Sarette,6.72E+16,7994,,
Alie,5.02E+16,6449,,
Emelina,4.80E+16,1062,,
Marcelline,6.56E+16,3650,,
Elmira,6.90E+16,4501,,
Rori,5.56E+16,6995,,
Catharine,6.73E+16,7010,,
Angelique,4.19E+16,8794,,
Tersina,6.17E+16,1710,,
Jaime,4.90E+16,3570,,
Daryl,6.53E+16,6649,,
Gabriellia,6.13E+16,9251,,
Katharina,6.62E+16,9398,,
Demetris,5.12E+16,1069,,
Zaria,4.69E+16,4122,,
Kamilah,6.84E+16,6126,,
Suzette,5.47E+16,4878,,
Nickie,4.74E+16,8557,,
June,5.95E+16,8597,,
Kalina,4.62E+16,1178,,
Lorne,4.13E+16,4889,,
Loree,4.23E+16,7517,,
Molli,6.24E+16,8295,,
Trudie,5.01E+16,3165,,
Dulcinea,6.17E+16,9955,,
Blinni,4.59E+16,9057,,
Theodora,6.50E+16,2172,,
Ginnie,6.53E+16,8531,,
Basia,4.46E+16,6775,,
Lizzie,4.37E+16,8193,,
Lynde,5.77E+16,7090,,
Chrystel,5.83E+16,8401,,
Isa,6.81E+16,5782,,
Emelina,6.96E+16,3394,,
Elbertina,5.43E+16,2115,,
Zaria,6.15E+16,6201,,
Dennie,4.75E+16,2411,,
Linzy,4.70E+16,4222,,
Maye,4.16E+16,7112,,
Clary,5.29E+16,8551,,
Ursulina,5.01E+16,1582,,
Roslyn,4.67E+16,8099,,
Charmaine,4.39E+16,6429,,
Marjie,5.95E+16,2433,,
Alisha,4.52E+16,7432,,
Nataline,4.27E+16,7712,,
Noelle,5.60E+16,5041,,
Norine,6.90E+16,5433,,
Trixi,4.15E+16,1884,,
Allyce,4.52E+16,2134,,
Kellen,6.03E+16,6759,,
Rhoda,6.17E+16,2810,,
Joleen,4.62E+16,5042,,
Zia,4.98E+16,6710,,
Yetty,6.77E+16,7778,,
Berta,6.91E+16,4120,,
Olwen,6.89E+16,2610,,
Rhea,5.66E+16,6764,,
Demetris,5.05E+16,4701,,
Jennica,4.20E+16,1394,,
Atlanta,4.29E+16,1944,,
Ana,5.04E+16,4866,,
Quintina,6.15E+16,8740,,
Viki,6.23E+16,8504,,
Brooks,5.04E+16,9393,,
Carly,5.60E+16,3324,,
Etta,6.76E+16,1690,,
Annabela,4.05E+16,1989,,
Caressa,4.62E+16,4391,,
Ellette,6.91E+16,9373,,
Kaia,5.39E+16,1455,,
Wynne,5.57E+16,5187,,
Dennie,4.02E+16,8299,,
Oona,6.47E+16,2147,,
Isa,6.74E+16,2996,,
Shandie,5.99E+16,7266,,
Lisette,4.13E+16,2702,,
Selia,6.09E+16,7011,,
Averyl,6.69E+16,7388,,
Gavrielle,6.86E+16,2431,,
Dale,6.07E+16,2070,,
Rozele,6.19E+16,6150,,
Joceline,5.22E+16,5352,,
Marinna,5.94E+16,3201,,
Fredericka,4.08E+16,2916,,
Lita,6.36E+16,8295,,
Arabel,4.06E+16,7882,,
Di,6.90E+16,9654,,
Shell,6.74E+16,1873,,
Shell,4.38E+16,3646,,
Kathy,5.14E+16,1401,,
Sissy,5.16E+16,8163,,
Eolanda,4.86E+16,2568,,
Estell,4.61E+16,9229,,
Pamella,5.88E+16,5384,,
Mellicent,5.47E+16,8335,,
Aili,6.18E+16,3785,,
Letizia,5.01E+16,6186,,
Farrah,5.75E+16,4729,,
Rosanne,6.06E+16,1090,,
Lolita,4.71E+16,5201,,
Dorene,6.13E+16,8998,,
Elise,6.65E+16,1417,,
Corene,5.86E+16,6451,,
Ricky,4.91E+16,1012,,
Lynde,4.55E+16,2032,,
Leontine,6.97E+16,1123,,
Daryl,4.62E+16,6450,,
Eugine,6.72E+16,9373,,
Deirdre,4.25E+16,5029,,
Tani,6.43E+16,6538,,
Norine,6.42E+16,1775,,
Bernie,5.04E+16,1052,,
Ira,6.55E+16,7496,,
Nariko,4.35E+16,3171,,
Tierney,5.38E+16,8456,,
Meghann,5.68E+16,3362,,
Marguerite,4.05E+16,4288,,
Maridel,6.59E+16,3972,,
Wendi,4.91E+16,5415,,
Hildegaard,4.23E+16,8594,,
Talya,5.86E+16,3325,,
Gloria,4.26E+16,9980,,
Jinny,4.20E+16,5024,,
Donetta,4.51E+16,1298,,
Talya,6.45E+16,6114,,
Mallory,5.16E+16,8113,,
Kellen,4.33E+16,1446,,
Gratia,4.66E+16,2775,,
Laurene,6.96E+16,9193,,
Bobinette,6.93E+16,5024,,
Farrah,5.08E+16,4692,,
Fawne,6.68E+16,6871,,
Elka,4.38E+16,7009,,
Mildrid,6.77E+16,9328,,
Elyssa,5.64E+16,4957,,
Nelle,4.78E+16,5150,,
Gabriellia,5.42E+16,7191,,
Selia,5.84E+16,1686,,
Lucille,6.10E+16,4909,,
Rebeca,5.73E+16,1855,,
Livvyy,4.29E+16,5260,,
Daryl,6.09E+16,3775,,
Grier,6.51E+16,8362,,
Nataline,4.68E+16,6882,,
Kimmy,4.38E+16,3637,,
Lily,4.76E+16,4233,,
Lorne,5.34E+16,2249,,
Minne,6.09E+16,9880,,
Lenna,5.99E+16,6606,,
Flory,5.42E+16,9088,,
Danika,4.25E+16,1610,,
Janeczka,6.50E+16,8603,,
Berget,4.46E+16,6188,,
Atlanta,4.54E+16,1222,,
Deloria,4.25E+16,6176,,
Elka,6.78E+16,9253,,
Devina,4.70E+16,8633,,
Mahalia,6.64E+16,9853,,
Dagmar,5.00E+16,8542,,
Jerry,5.20E+16,3031,,
Tarra,6.12E+16,3842,,
Raina,6.73E+16,2899,,
Hildegaard,4.89E+16,6484,,
Millie,4.47E+16,8579,,
Tamqrah,6.20E+16,6881,,
Eadie,4.44E+16,3606,,
Althea,5.93E+16,9026,,
Melisent,5.72E+16,4859,,
Karlee,4.10E+16,1328,,
Sean,5.55E+16,6698,,
Adele,4.61E+16,5475,,
Modestia,6.51E+16,6289,,
Tera,5.32E+16,4830,,
Georgetta,4.21E+16,5165,,
Shel,4.60E+16,8225,,
Joceline,5.64E+16,1049,,
Allyce,5.88E+16,7100,,
Rori,4.74E+16,1028,,
Ilse,4.50E+16,1665,,
Brandise,6.06E+16,7004,,
Therine,4.98E+16,5385,,
Melisent,5.69E+16,3537,,
Lory,4.85E+16,5887,,
Penelopa,5.05E+16,7594,,
Mildrid,4.51E+16,2191,,
Caressa,5.37E+16,6827,,
Betta,4.11E+16,1043,,
Sharai,5.80E+16,9062,,
Fernande,4.07E+16,6610,,
Wilma,6.94E+16,3777,,
Camile,5.02E+16,7143,,
Lucille,4.72E+16,4833,,
Flory,6.33E+16,5364,,
Janenna,4.39E+16,5327,,
Edyth,6.42E+16,5973,,
Chrystel,6.16E+16,2768,,
Winifred,4.01E+16,1584,,
Alyssa,5.75E+16,3132,,
Madalyn,5.49E+16,3184,,
Melina,6.26E+16,8536,,
Siana,5.51E+16,5078,,
Jenilee,4.62E+16,1749,,
Zondra,6.70E+16,9421,,
Sharai,4.38E+16,1375,,
Kylynn,6.48E+16,5632,,
Harmonia,5.69E+16,1848,,
Florie,6.23E+16,9261,,
Jere,6.49E+16,6941,,
Lorenza,4.65E+16,4856,,
Lorne,4.44E+16,3986,,
Nyssa,6.75E+16,2900,,
Shel,4.75E+16,7681,,
Jennica,4.63E+16,9715,,
Tracey,4.96E+16,5187,,
Liana,5.53E+16,9785,,
Olwen,6.97E+16,7379,,
Maryellen,5.18E+16,8170,,
Belva,4.06E+16,8473,,
Carilyn,4.20E+16,8842,,
Madalyn,5.31E+16,4384,,
Adore,5.68E+16,6667,,
Damaris,5.31E+16,9435,,
Sindee,5.55E+16,8487,,
Elvira,6.64E+16,6442,,
Joelly,6.24E+16,9796,,
Paola,4.49E+16,5339,,
Lusa,5.75E+16,6788,,
Tamqrah,6.64E+16,6267,,
Harmonia,4.24E+16,9090,,
Carlie,4.41E+16,5803,,
Dyann,5.63E+16,8725,,
Elka,4.43E+16,5130,,
Marika,5.95E+16,4218,,
Allyce,5.49E+16,7861,,
Marguerite,4.21E+16,9726,,
Harmonia,4.12E+16,4188,,
Jere,6.30E+16,3441,,
Elka,5.47E+16,7324,,
Doro,5.46E+16,6231,,
Gerrie,4.70E+16,4020,,
Gertrud,6.15E+16,3250,,
Elsie,6.20E+16,7320,,
Nelle,6.79E+16,9928,,
Dagmar,4.37E+16,2606,,
Ofilia,6.42E+16,8627,,
Gusella,4.69E+16,2079,,
Eve,5.80E+16,9031,,
Ginnie,5.75E+16,3281,,
Deane,5.10E+16,3491,,
Annabela,6.67E+16,8974,,
Dione,4.79E+16,1084,,
Johna,5.19E+16,6190,,
Arabel,4.71E+16,6989,,
Siana,6.37E+16,8702,,
Gusella,6.31E+16,1293,,
Orelia,5.67E+16,7066,,
Jorry,6.12E+16,5764,,
Britni,6.62E+16,2874,,
Ricky,4.18E+16,5345,,
Florencia,4.15E+16,9282,,
Danika,4.84E+16,1639,,
Evita,4.09E+16,3508,,
Mady,6.52E+16,4125,,
Misha,4.77E+16,2071,,
Sabina,4.48E+16,9571,,
Selia,5.09E+16,5904,,
Tani,5.12E+16,6544,,
Eadie,6.30E+16,9442,,
Modestia,5.69E+16,3414,,
Siana,4.57E+16,7096,,
Mignon,6.83E+16,4222,,
Christian,4.55E+16,5303,,
Dotty,4.36E+16,1930,,
Zaria,5.10E+16,5814,,
Jordan,6.68E+16,3191,,
Fina,4.36E+16,6541,,
Elora,4.14E+16,2684,,
Aurelie,4.93E+16,8549,,
Rayna,5.51E+16,2757,,
Jorry,4.47E+16,9627,,
Natka,4.90E+16,9616,,
Theodora,4.32E+16,6175,,
Nita,5.63E+16,2193,,
Ebonee,5.77E+16,8711,,
Georgina,5.66E+16,1754,,
Ezmeralda,5.80E+16,1290,,
Bee,4.83E+16,5580,,
Brynna,5.71E+16,7548,,
Sean,5.20E+16,5138,,
Claudina,4.66E+16,4720,,
Kassey,4.76E+16,6199,,
Viviene,4.42E+16,5662,,
Ezmeralda,4.14E+16,7504,,
Corina,6.13E+16,7202,,
Maryellen,4.04E+16,6372,,
Addia,5.30E+16,9273,,
Joelly,4.39E+16,5269,,
Mellicent,5.21E+16,2165,,
Concettina,6.50E+16,5109,,
Joeann,6.08E+16,3856,,
Ruthe,6.57E+16,9522,,
Lory,4.27E+16,1997,,
Mignon,5.53E+16,9145,,
Mallory,5.58E+16,5724,,
Rhoda,6.95E+16,4071,,
Linet,6.41E+16,2333,,
Andree,5.65E+16,8789,,
Cristine,6.21E+16,8727,,
Lizzie,6.39E+16,4154,,
Felice,6.90E+16,8165,,
Corly,5.24E+16,9940,,
Cam,4.34E+16,8627,,
Linet,6.42E+16,8417,,
Danika,4.55E+16,9321,,
Alexine,5.02E+16,3325,,
Carree,5.83E+16,2781,,
Tatiania,5.36E+16,3731,,
Rivalee,6.16E+16,5039,,
Frank,6.68E+16,1305,,
Merry,6.83E+16,3669,,
Tina,5.33E+16,3133,,
Danny,4.64E+16,9508,,
Paule,6.61E+16,6012,,
Fernande,6.21E+16,9062,,
Trudie,5.00E+16,6384,,
Chere,5.23E+16,6134,,
Rori,5.23E+16,9759,,
Sindee,6.34E+16,6878,,
Brena,6.15E+16,3553,,
Daune,5.33E+16,3471,,
Teriann,4.77E+16,2554,,
Millie,4.30E+16,5291,,
Inga,6.91E+16,9817,,
Nelle,4.42E+16,3013,,
Eve,6.98E+16,2390,,
Jeanna,5.64E+16,9257,,
Deedee,4.22E+16,1693,,
Amelia,6.13E+16,5845,,
Viki,6.43E+16,8368,,
Madeleine,4.58E+16,1940,,
Joceline,4.05E+16,5520,,
Jennica,6.56E+16,4309,,
Diena,6.00E+16,3610,,
Elka,6.10E+16,8503,,
Clarice,4.24E+16,2478,,
Pamella,6.51E+16,9055,,
Starla,6.82E+16,6400,,
Marline,5.88E+16,6059,,
Mignon,4.47E+16,6143,,
Katleen,5.64E+16,3333,,
Theodora,5.41E+16,8587,,
Aurore,4.77E+16,2221,,
Lila,6.30E+16,5691,,
Brandise,5.80E+16,8735,,
Nikki,6.41E+16,3035,,
Damaris,4.89E+16,7556,,
Alleen,5.81E+16,2140,,
Donetta,4.52E+16,6823,,
Maisey,4.24E+16,3266,,
Lindie,5.82E+16,9338,,
Wendi,5.96E+16,4456,,
Layla,5.09E+16,7322,,
Eolanda,6.98E+16,4940,,
Emylee,5.88E+16,5536,,
Kittie,5.61E+16,7003,,
Ottilie,4.95E+16,8754,,
Sharai,4.99E+16,4686,,
Brooks,4.92E+16,5053,,
Sybille,6.83E+16,5459,,
Marjie,5.03E+16,4672,,
Jan,6.81E+16,3742,,
Nita,5.62E+16,6121,,
Margette,6.90E+16,3295,,
Andree,5.70E+16,4757,,
Madeleine,4.26E+16,7483,,
Britte,5.85E+16,7373,,
Fawne,5.56E+16,7662,,
Barbi,4.54E+16,9035,,
Xylina,5.88E+16,4554,,
Jan,6.44E+16,4081,,
Mureil,6.68E+16,2380,,
Julieta,6.02E+16,7197,,
Wanda,4.98E+16,4355,,
Rori,6.31E+16,1353,,
Carmencita,6.29E+16,4157,,
Ricky,6.54E+16,9139,,
Aurelie,6.60E+16,4412,,
Arlina,5.03E+16,6375,,
Clementine,6.51E+16,9713,,
Kylynn,5.61E+16,6620,,
Beverley,4.21E+16,6829,,
Delilah,5.83E+16,3779,,
Viviene,5.75E+16,6889,,
Tamqrah,4.30E+16,9741,,
Rosaline,6.67E+16,5765,,
Brietta,6.63E+16,4199,,
Rubie,4.76E+16,3864,,
Gabriellia,4.62E+16,7011,,
Jenilee,6.58E+16,3002,,
Elka,6.79E+16,7902,,
Maryellen,5.15E+16,8309,,
Tracey,4.11E+16,4940,,
Eve,5.42E+16,8440,,
Philis,5.61E+16,7264,,
Rubie,4.21E+16,5844,,
Laure,4.44E+16,1232,,
Rhoda,6.17E+16,7401,,
Evita,4.67E+16,8684,,
Ethel,6.39E+16,5017,,
Marcelline,5.15E+16,8027,,
Yetty,5.74E+16,6170,,
Corina,4.75E+16,7942,,
Halette,6.65E+16,9149,,
Arlina,5.11E+16,4798,,
Bobbi,4.86E+16,2761,,
Valera,4.75E+16,4496,,
Siana,6.58E+16,8500,,
Dulce,5.77E+16,7218,,
Sindee,4.64E+16,3411,,
Kate,4.22E+16,4381,,
Celene,6.82E+16,2340,,
Krystle,6.29E+16,2766,,
Trudie,5.91E+16,6739,,
Brena,4.41E+16,8052,,
Lelah,4.66E+16,6330,,
Kalina,6.72E+16,4611,,
Hettie,4.70E+16,5434,,
Lily,4.60E+16,1249,,
Winny,6.19E+16,1463,,
Tera,6.68E+16,3569,,
Maurene,5.71E+16,3482,,
Dorene,5.54E+16,6540,,
Gale,5.20E+16,3879,,
Marleah,6.00E+16,3751,,
Aaren,4.09E+16,2722,,
Lynde,5.75E+16,6857,,
Clarice,4.07E+16,6122,,
Sean,6.70E+16,8989,,
Maye,6.73E+16,5741,,
Maridel,6.68E+16,2864,,
Dianemarie,6.29E+16,1054,,
Leona,5.23E+16,9689,,
Kaja,6.19E+16,1797,,
Justinn,5.97E+16,1322,,
Harmonia,4.15E+16,1782,,
Minne,6.95E+16,2072,,
Konstance,4.01E+16,1982,,
Thalia,6.33E+16,3588,,
Philis,4.40E+16,7270,,
Odessa,4.10E+16,1807,,
Tiffie,6.89E+16,7488,,
Anallese,4.91E+16,5294,,
Mary,4.34E+16,7097,,
Kaia,5.27E+16,5693,,
Ardenia,4.99E+16,1856,,
Susette,6.13E+16,5939,,
Dyann,6.45E+16,4901,,
Dorothy,4.74E+16,3959,,
Nyssa,4.25E+16,1761,,
Margarette,4.64E+16,8845,,
Kimmy,6.03E+16,9660,,
Mariele,5.41E+16,2643,,
Nanete,6.46E+16,6685,,
Queenie,6.61E+16,5963,,
Nessie,6.57E+16,6275,,
Berta,4.72E+16,5627,,
Joceline,6.68E+16,2220,,
Evaleen,4.95E+16,5434,,
Mathilda,4.06E+16,1715,,
Janenna,6.85E+16,5381,,
Mignon,6.74E+16,9782,,
Mamie,6.24E+16,5003,,
Stephanie,6.60E+16,2420,,
Elie,6.05E+16,1099,,
Ada,5.06E+16,1448,,
Clo,4.41E+16,2673,,
Rozele,6.28E+16,6577,,
Averyl,4.68E+16,2151,,
Augustine,5.97E+16,5127,,
Karolina,4.07E+16,4940,,
Alyssa,5.52E+16,9895,,
Cristabel,6.24E+16,3257,,
Stephanie,4.82E+16,8724,,
Albertina,6.35E+16,8323,,
Cherrita,4.77E+16,6965,,
Letizia,6.19E+16,4280,,
Fanny,4.52E+16,6127,,
Kirstin,5.88E+16,9462,,
Lacie,5.68E+16,9384,,
Sharlene,4.78E+16,6851,,
Desirae,6.22E+16,6029,,
Alex,6.79E+16,1744,,
Yetty,4.19E+16,2029,,
Bee,5.11E+16,6017,,
Emmey,6.55E+16,3191,,
Mamie,6.64E+16,1277,,
Gretal,4.81E+16,8114,,
Valera,4.85E+16,1019,,
Paola,4.64E+16,7523,,
Melanie,4.63E+16,2275,,
Iseabal,6.67E+16,3281,,
Ivett,5.85E+16,7084,,
Ethel,4.20E+16,8074,,
Merci,4.32E+16,7302,,
Juliane,6.08E+16,2058,,
Ernesta,6.16E+16,6788,,
Collen,6.58E+16,2629,,
Arlena,6.21E+16,6139,,
Andeee,6.21E+16,5155,,
Nyssa,6.82E+16,8011,,
Constance,6.42E+16,5031,,
Bobbi,5.22E+16,4561,,
Monika,4.78E+16,8822,,
Blondelle,4.64E+16,9044,,
Alie,5.26E+16,1695,,
Ardenia,5.74E+16,6182,,
Nessie,6.49E+16,5267,,
Anallese,4.20E+16,5520,,
Kial,4.96E+16,4553,,
Stevana,4.43E+16,9404,,
Arabel,5.75E+16,9738,,
Edith,4.15E+16,9706,,
Bettine,6.10E+16,8572,,
Lorie,4.30E+16,9132,,
Amara,5.44E+16,5045,,
Alyda,6.21E+16,6444,,
Kirbee,4.42E+16,9543,,
Mathilda,5.76E+16,1552,,
Cacilie,5.02E+16,1261,,
Allyce,6.35E+16,4035,,
Vita,4.31E+16,2700,,
Jacquetta,4.27E+16,6935,,
Pierette,4.04E+16,7848,,
Phylis,6.09E+16,3150,,
Ingrid,5.11E+16,4339,,
Esmeralda,4.94E+16,2631,,
Barbara,4.31E+16,1058,,
Brandise,5.28E+16,7790,,
Alejandra,4.57E+16,2502,,
Vere,4.51E+16,6799,,
Chickie,4.81E+16,3651,,
Ulrike,6.79E+16,6532,,
Jacenta,6.96E+16,8541,,
Pierette,6.92E+16,9520,,
Mariann,4.91E+16,3493,,
Ilse,6.54E+16,7496,,
Caryl,6.48E+16,2041,,
Catharine,5.52E+16,3105,,
Celestyna,5.17E+16,4153,,
Madalyn,5.29E+16,6570,,
Melodie,6.56E+16,4209,,
Stacey,4.79E+16,7186,,
Kalina,6.49E+16,3966,,
Viki,5.92E+16,7515,,
Rosabelle,5.35E+16,4863,,
Halette,4.25E+16,1268,,
Wendi,5.81E+16,5108,,
Donnie,4.79E+16,4457,,
Alejandra,4.52E+16,2272,,
Modestia,5.30E+16,6947,,
Anthia,6.30E+16,7954,,
Aili,6.42E+16,3446,,
Harrietta,6.58E+16,8923,,
Dominga,5.18E+16,3540,,
Sonni,6.19E+16,3904,,
Lulita,6.05E+16,4176,,
Alexine,6.02E+16,5988,,
Dyann,4.95E+16,2172,,
Caritta,4.19E+16,5562,,
Marylou,4.14E+16,5003,,
Annice,4.19E+16,5089,,
Celene,5.97E+16,8915,,
Vivia,5.61E+16,9687,,
Ada,6.70E+16,8388,,
Bill,5.73E+16,3052,,
Doro,5.95E+16,1903,,
Candy,4.18E+16,2045,,
Robinia,6.59E+16,8773,,
Angela,4.32E+16,8293,,
Drucie,6.86E+16,5258,,
Ulrike,6.76E+16,1140,,
Ira,4.34E+16,4293,,
Cyb,6.40E+16,3656,,
Shauna,6.23E+16,8056,,
Ann-Marie,4.56E+16,2790,,
Christy,6.60E+16,2866,,
Lily,5.03E+16,3850,,
Bobinette,5.77E+16,1978,,
Maryellen,4.58E+16,6027,,
Ericka,5.35E+16,2248,,
Marinna,4.19E+16,8298,,
Albertina,6.76E+16,9038,,
Kimberley,6.04E+16,3401,,
Bettine,5.05E+16,3001,,
Viki,4.05E+16,3975,,
Teriann,4.13E+16,6598,,
Dania,6.62E+16,4101,,
Jobi,5.18E+16,3187,,
Fanchon,4.44E+16,6895,,
Ursulina,5.08E+16,4740,,
Tina,6.29E+16,1567,,
Albertina,5.80E+16,6419,,
Isa,6.19E+16,5013,,
Tonia,4.49E+16,2927,,
Mara,6.69E+16,7530,,
Gloria,4.03E+16,1231,,
Sadie,5.33E+16,2814,,
Mallory,6.13E+16,3481,,
Pierette,4.55E+16,9348,,
Sue,6.90E+16,4549,,
Margalo,6.11E+16,7404,,
Rhoda,4.32E+16,3236,,
Christy,5.74E+16,4118,,
Hildegaard,6.30E+16,6382,,
Kaja,6.44E+16,4872,,
Annecorinne,4.26E+16,3836,,
Edith,5.54E+16,2209,,
Therine,5.47E+16,4252,,
Lucy,6.81E+16,6618,,
Cristabel,6.13E+16,5418,,
Angela,4.36E+16,6175,,
Sharai,5.97E+16,5024,,
Leona,5.79E+16,3960,,
Shauna,5.59E+16,3172,,
Sallie,5.33E+16,8974,,
Nikki,6.76E+16,8571,,
Kara-Lynn,5.42E+16,6652,,
Mireielle,4.61E+16,7555,,
Norine,6.14E+16,5736,,
Jemie,4.75E+16,5106,,
